,id,title,publishedAt,channelTitle,viewCount,likeCount,dislikeCount,commentCount
100,YMPzz8-ByU8,Полиция на карантине: от штрафов до нокаутов,2020-04-22T12:02:43Z,Навальный LIVE,261602,25526,507,2995
101,ojSLmdWsfb8,Правительство Мишустина — в отставку!,2020-04-22T08:55:27Z,Навальный LIVE,617807,34844,990,3725
102,wgyX2QPVcVA,🔥 Греф и Задорнов про помощь россиянам. Обвал цен на нефть. Рейтинг свободы прессы,2020-04-21T20:26:32Z,Навальный LIVE,456302,32930,655,2838
103,SJg7_vR59IQ,Виноваты врачи. Виноваты москвичи. Виноваты все,2020-04-21T12:00:05Z,Навальный LIVE,289480,24417,377,1836
104,zRtTJS-QAOs,🔥 Требования помочь людям в кризис. Протесты из-за самоизоляции. Приговор Котову,2020-04-20T20:25:00Z,Навальный LIVE,310313,26076,357,2646
105,6ehqh94kWZU,Навальный: Уткин против Соловьева,2020-04-20T09:55:51Z,Навальный LIVE,1225779,58898,2182,5203
106,1E3R89dRCwA,Навальный о произволе полицейских во время эпидемии,2020-04-19T11:57:17Z,Навальный LIVE,323241,38328,516,6896
107,fBHzgjBG_z8,Кудрин и изъятие вкладов,2020-04-18T12:58:39Z,Навальный LIVE,708149,30742,1119,4049
108,cNB7nf-yU3c,🔥 Документы для выхода из дома. Губернаторы против полигона в Шиесе. Володин и американские соцсети,2020-04-17T22:09:41Z,Навальный LIVE,244284,18347,389,1793
109,HNuOl77JGKQ,"Уткин против Соловьева, негодяи из полиции, кошмар в метро",2020-04-16T19:52:56Z,Навальный LIVE,1904681,139205,2600,17494
110,znFk6ggeANM,Как разные страны помогают своим жителям и бизнесу,2020-04-16T11:29:17Z,Навальный LIVE,203186,19964,472,2490
111,f0VcqIfvpGM,🔥 Четвертое обращение Путина. Эпидемия и очереди в метро. Бордюров пока не будет,2020-04-15T20:07:40Z,Навальный LIVE,507192,37210,756,3368
112,st7-cD8aWG0,Набиуллина — злой гений кризиса?,2020-04-15T14:16:12Z,Навальный LIVE,552886,25400,661,2722
113,NHuTDPP_3L4,🔥 Цена на нефть снова упала. Путин выражает интересы олигархов. Сбор подписей через Госуслуги,2020-04-14T21:09:14Z,Навальный LIVE,458576,29380,593,3083
114,eVStAtjKj9w,Милов: что будет с рублем и нефтью,2020-04-14T09:55:50Z,Навальный LIVE,119177,6981,201,598
115,VsYjJBLDqME,🔥 Как государство должно помогать в кризис. Губернатор и погорельцы. Новые порядки в «Ведомостях»,2020-04-13T20:48:32Z,Навальный LIVE,222577,17473,357,2140
116,ZiPCcBDyn0M,⚡️ Как Симоньян раскрыла способ накрутки просмотров на RT,2020-04-13T14:00:15Z,Навальный LIVE,704887,78286,1497,8893
117,GVaHkugVzho,"Навальный: полицейские счастливы, потому что им разрешили все",2020-04-13T07:55:37Z,Навальный LIVE,457448,45941,801,7523
118,FO7edplxc44,Милов: как у нас украли «Роснефть»,2020-04-12T11:55:09Z,Навальный LIVE,115488,7679,141,754
119,i3agONwzmLA,"Навальный о том, как МИД предал и бросил граждан России",2020-04-12T09:59:13Z,Навальный LIVE,485946,21706,945,4241
120,tG5WoaqSL2g,"ОПЕК, нефть, кризис",2020-04-11T16:55:25Z,Навальный LIVE,488805,23271,606,2948
121,0LEWsnV6Pm8,Навальный: Путин сбежал и предал нас,2020-04-11T09:57:27Z,Навальный LIVE,1931600,87922,8071,15333
122,2eSrXPtmnmQ,🔥 Собянин ввел пропускной режим. Новые партии. Песков и его «блокатор вирусов»,2020-04-10T21:15:23Z,Навальный LIVE,536675,30354,980,3717
123,O52ctZLEpaw,"Дед спрятался, Иисус в полиции, Собянин не треснет",2020-04-09T19:40:40Z,Навальный LIVE,1626355,107357,2269,12714
124,sgFz7YgQ1xk,🔥 Новое обращение Путина. Медведев и дача на острове. 16 миллиардов на бордюры,2020-04-08T19:38:12Z,Навальный LIVE,686119,46492,1099,5373
125,4ZisjwdCCFQ,"🔥 Нефть подешевела, а бензин нет. Социально-значимые сайты. Миллиарды на бордюры",2020-04-07T19:44:33Z,Навальный LIVE,402052,33085,577,3757
126,rcF0w2ZvtZU,Борьба с эпидемией и дурость властей,2020-04-07T12:00:32Z,Навальный LIVE,366155,34788,765,3968
127,xqQPx03EHRc,"🔥«Тучные времена» прошли. Конституционный переворот. Маски, помощь бизнесу и вывозные рейсы",2020-04-06T22:15:12Z,Навальный LIVE,279456,18520,666,2085
128,qUO2L5Hw8-A,Любовь Соболь: «повар Путина» подал на меня в суд,2020-04-06T12:00:04Z,Навальный LIVE,388478,35938,1040,5154
129,TMMqtj9GEAU,"Навальный о том, как Путин предал российских граждан",2020-04-05T11:56:41Z,Навальный LIVE,3334769,155258,14503,29413
130,7fIw__OEy4Y,Навальный: кто устроил шашлыки?,2020-04-04T09:54:08Z,Навальный LIVE,801027,34745,1387,4412
131,lHgmDtaa6wM,Навальный: Путин должен уйти на карантин,2020-04-03T11:17:22Z,Навальный LIVE,1162134,56716,3377,8312
132,7byIiCXMl-Q,"План Путина — провал, предательство граждан, дайте денег людям",2020-04-02T19:26:24Z,Навальный LIVE,2754335,164717,3745,19444
133,mONk-y2HCCI,"⚡️Симоньян, ложь и боты «для взрослых». Как RT накручивает просмотры",2020-04-02T09:20:26Z,Навальный LIVE,908379,78108,2006,12902
134,O8i6WQ_zxPE,"Газманов, Машков, Безруков: операция «Обнуление»",2020-04-01T10:30:12Z,Навальный LIVE,475853,37790,694,4727
135,EYzrieUKknQ,«Фейк всемирного масштаба»: как власти врали про коронавирус,2020-03-31T14:46:28Z,Навальный LIVE,871479,31897,3258,4117
136,mzI-ueIbbuY,"Навальный о том, как актеры и певцы «обнуляют» Путина",2020-03-30T09:55:36Z,Навальный LIVE,900531,46691,1064,6087
137,UwbpHlP489Q,Навальный: страна не готова к эпидемии,2020-03-28T09:58:07Z,Навальный LIVE,1989804,79764,6895,13841
138,q7eusZdrecM,Милов о Путине и налоге на вклады,2020-03-27T11:57:20Z,Навальный LIVE,266772,11576,412,1736
139,QZJiSphrkfU,Путин vs эпидемия. Продажные артисты за поправки. Навка платит взятку,2020-03-26T18:55:42Z,Навальный LIVE,1120338,74422,1388,6686
140,zKlo0C6vP1E,Коронавирус: экономика рухнет?,2020-03-26T15:03:41Z,Навальный LIVE,492978,25493,932,3028
141,O5KvFItIUe0,«Остались одни обломки»: как Собянин уничтожает Москву,2020-03-24T07:40:12Z,Навальный LIVE,256912,20742,537,2610
142,cgNrbuVPGTw,"Навальный о том, как Путина коробят гигантские зарплаты глав госкорпораций",2020-03-23T12:00:45Z,Навальный LIVE,286374,17875,277,2132
143,PRDw60434hs,Гуриев и Милов о кризисе и коронавирусе: спецвыпуск,2020-03-23T09:00:24Z,Навальный LIVE,779938,39202,784,2866
144,gSwGJVmCkwc,Милов: кто содержит бюджет — мы или нефтяники?,2020-03-22T12:16:20Z,Навальный LIVE,69931,6061,61,533
145,Ze9TidOiX34,Навальный о среднем классе по версии Путина,2020-03-21T09:56:47Z,Навальный LIVE,321818,22653,341,3245
146,vsNpco_o9vA,"🔥 Памфилова, стервятники и воля Путина. Интервью Путина ТАСС. Партия племянника Путина",2020-03-20T21:04:42Z,Навальный LIVE,222009,19377,282,2574
147,YFLymsiyzxU,Милов о коронавирусе: почему опасность реальна,2020-03-20T11:53:30Z,Навальный LIVE,123327,7428,346,1074
148,MTgOIHTIxi4,"Ложь о коронавирусе, путинский средний класс, 22 апреля заразят пенсионеров",2020-03-19T18:48:53Z,Навальный LIVE,2264296,98852,3936,10898
149,W9coPJtev84,"Коронавирус, кризис и рост налогов",2020-03-19T14:35:04Z,Навальный LIVE,275234,15603,479,907
150,Hm7AYEvIra4,🔥 Путин и средний класс. Депутат про обнуление сроков. Нефть по 26 долларов,2020-03-18T20:22:51Z,Навальный LIVE,350777,30273,409,4058
151,FWdzr2hzmLo,«Обнуление» Путина. Что думают люди,2020-03-18T14:10:55Z,Навальный LIVE,2830899,111499,3693,18141
152,AlE6ENmtG2k,Как ФБК помог вернуть в бюджет миллиард,2020-03-18T08:00:06Z,Навальный LIVE,167624,22472,138,1626
